-5.24592000000000E-0003	 5.11048379547117E+0002	
-5.24588000000000E-0003	 5.11048379547117E+0002	
-5.24584000000000E-0003	 5.11048379547117E+0002	
-5.24580000000000E-0003	 5.11048379547117E+0002	
-5.24576000000000E-0003	 5.11048379547117E+0002	
-5.24572000000000E-0003	 5.11048379547117E+0002	
-5.24568000000000E-0003	 5.11048379547117E+0002	
-5.24564000000000E-0003	 5.11048379547117E+0002	
-5.24560000000000E-0003	 5.11048379547117E+0002	
-5.24556000000000E-0003	 5.11048379547117E+0002	
-5.24552000000000E-0003	 5.11048379547117E+0002	
-5.24548000000000E-0003	 5.11048379547117E+0002	
-5.24544000000000E-0003	 5.11048379547117E+0002	
-5.24540000000000E-0003	 5.11048379547117E+0002	
-5.24536000000000E-0003	 5.11048379547117E+0002	
-5.24532000000000E-0003	 5.11048379547117E+0002	
-5.24528000000000E-0003	 5.11048379547117E+0002	
-5.24524000000000E-0003	 5.11048379547117E+0002	
-5.24520000000000E-0003	 5.11048379547117E+0002	
-5.24516000000000E-0003	 5.11048379547117E+0002	
